"","ID","Pregunta 1 
","Pregunta 2 
","Pregunta 3","Pregunta 32","Pregunta 4","Pregunta 5","Pregunta 6","Pregunta 7","Pregunta 8","Pregunta 9","Pregunta 10","Pregunta 11","Pregunta 12","Barrio Comuna 1","Barrio Comuna 9","Pregunta 13 
","Pregunta 14 
","Pregunta 15 
","Pregunta 16","Ingreso","Pregunta 17","Pregunta 18","Pregunta 19 
","Pregunta 20 
","Pregunta 21 
","Pregunta 22 
","Pregunta 23 
","Pregunta 24 
","Pregunta 25 
","Pregunta 26 
","Pregunta 27 
","Pregunta 28","Pregunta 29 
","Pregunta 30","Pregunta 32 
","Pregunta 33 
","Pregunta 34 
","Pregunta 35 
","Pregunta 36 
","Pregunta 37 
","Pregunta 38","Pregunta 39","Pregunta 40","Pregunta 41 
","Alcohol","Cafeína","Pregunta 43 
","Pregunta 44 
","Pregunta 45 
","Pregunta 46 
","Pregunta 47 
","Pregunta 48 
","Horario","Escenarios o espacios deportivos","Pregunta 50 
","Hongos","Metanfetamina","Implementos","Nicotina","Ayahuasca","Cocaína","Participación comunitaria","Marihuana","Esteroides","Heroína","Capacitación sobre deporte, recreación o salud","Pregunta 51","Popper","Ampliación de oferta","Opiodes","Formador o profesor","Extasis","LSD","Tussi","Otras","Pregunta 52","Pregunta 53","Pregunta 54","IMC"
"95",1857,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Desempleado (a)","1","1","Medellín","9-Buenos Aires ",NA,"Salvador","3","6;","8;","SI",8e+05,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"7","3","NO","NO","SI","Después;","Agua;","NO","Normal",60,162,"8","No consume","No consume","SI","NO","Cuido a un familiar",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",22.86
"96",1867,"Usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Secundaria","Ama de casa / hombre de casa","2","2","Medellín","9-Buenos Aires ",NA,"Gerona","3","13;","8;","SI",7e+05,"SI","Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;","Crear espacios de diálogo ciudadano;","8","3","SI","SI","SI","Antes;Después;Durante;","Agua;","NO","Delgado",52,151,"7","No consume","Semanal","SI","SI",NA,"4","4;","8;","4","4","Excelente","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","4","SI","No consume","4","No consume","4","No consume","No consume","No consume","No consume","SI","NO","NO SÉ",22.81
"97",1887,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","1","3","Medellín","9-Buenos Aires ",NA,"La Milagrosa","2","13;","8;","NO",800,"SI","Social;Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"5","4 o más","NO","NO","SI","Antes;","Agua;","NO","Normal",65,160,"7","No consume","No consume","SI","SI",NA,"4","8;","8;","5","5","Excelente","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","NO","NO SÉ",25.39
"98",1908,"Usuario del INDER","De 60 o más",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Blanco","Secundaria","Ama de casa / hombre de casa","4 ó más","3","Medellín","9-Buenos Aires ",NA,"La Milagrosa","2","13;","8;","NO",0,"SI","Emocional;Físico;Social;","SI","Dirigida","Tres o más","4;","1;9;","NO","Con amigos","9;",NA,NA,"1","3","NO","NO","NO","Antes;Después;","Agua;","NO","Normal",70,160,"5","No consume","No consume","SI","SI",NA,"4","4;","8;","4","4","Por mejorar","No consume","No consume","5","No consume","No consume","No consume","4","No consume","No consume","No consume","5","SI","No consume","3","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",27.34
"99",1910,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Afrodescendiente, Mulato o Negro","Secundaria","Ama de casa / hombre de casa","1","2","Medellín","9-Buenos Aires ",NA,"Salvador","3","3;","8;","NO",1200000,"SI","Emocional;Físico;Social;","SI","Dirigida","Dos veces","4;","1;","NO","Con amigos","9;",NA,NA,"1","3","SI","SI","NO","Durante;","Agua;","NO","Normal",65,160,"6","No consume","No consume","SI","SI",NA,"4","4;5;8;","3;5;","5","3","Regular","No consume","No consume","3","No consume","No consume","No consume","3","No consume","No consume","No consume","3","NO","No consume","3","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",25.39
"100",1922,"Acudiente","De 29 a 59",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Especialización","Otra","1","1","Medellín","9-Buenos Aires ",NA,"Buenos Aires","4","13;","8;","NO",1800000,"SI","Físico;","SI","Por cuenta propia","Tres o más","3;7;9;","1;","SI","Solo","13;",NA,NA,"9","3","NO","NO","SI","Después;","Agua;","NO","Con sobrepeso",92,174,"7","No consume","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",30.39
"101",1927,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Blanco","Secundaria","Empleado (a)","2","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","2","2;","8;","SI",9e+05,"SI","Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"1","2","SI","SI","SI","Durante;","Bebidas hidratantes;Agua;","NO","Con obesidad",82,158,"2","No consume","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",32.85
"102",1933,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Técnico","Ama de casa / hombre de casa","3","4 o más","Medellín","9-Buenos Aires ",NA,"Buenos Aires","No aplica","13;","8;","NO",0,"SI","Emocional;","SI","Ambas","Una vez","1;4;10;","1;2;","NO","Con pareja/cónyuge/novio(a)","16;",NA,NA,"2","3","NO","NO","SI","Durante;","Agua;","NO","Con sobrepeso",78,148,"6","No consume","Diario","SI","SI",NA,"4","8;","8;","3","4","Buena","No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",35.61
"103",1936,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","1","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","13;","8;","SI",600,"SI","Social;","NO",NA,NA,NA,NA,NA,NA,NA,"3;",NA,"5","3","SI","SI","SI","Durante;","Agua;","NO","Normal",74,156,"10","No consume","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","SI","SI",30.41
"104",1961,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Técnico","Empleado (a)","1","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","2","13;","8;","NO",1500000,"SI","Emocional;Físico;Social;","SI","Ambas","Tres o más","1;2;4;","1;2;8;","NO","Con la familia","17;",NA,NA,"5","3","SI","NO","NO","Antes;","Otras;","NO","Delgado",45,163,"5","No consume","No consume","SI","NO","No conozco la oferta",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",16.94
"105",1962,"Acudiente","De 13 a 17","Mujer",NA,NA,NA,"Mestizo","Secundaria","Ama de casa / hombre de casa","1","4 o más","Medellín","9-Buenos Aires ",NA,"Buenos Aires","4","3;","2;","NO",250,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"3;5;6;",NA,"7","2","SI","SI","SI","Durante;","Agua;","NO","Delgado",44,140,"5","No consume","No consume","SI","NO","No hay nada cerca de mi casa",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",22.45
"106",1968,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Afrodescendiente, Mulato o Negro","Secundaria","Empleado (a)","4 ó más","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","1","13;","8;","SI",70,"SI","Emocional;","SI","Por cuenta propia","Dos veces","2;","6;","NO","Con la familia","16;",NA,NA,"3","3","NO","NO","SI","Antes;Después;","Agua;","NO","Normal",60,162,"10","No consume","No consume","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",22.86
"107",1976,"Usuario del INDER","De 13 a 17","Hombre",NA,NA,NA,"Mestizo","Secundaria","Estudiante","Ninguno (a)","1","Medellín","9-Buenos Aires ",NA,"Buenos Aires","4","13;","8;","NO",1800000,"SI","Físico;","SI","Dirigida","Tres o más","4;","10;","SI","Con amigos","9;",NA,NA,"1","3","SI","NO","SI","Durante;","Agua;","NO","Normal",46,156,"8","No consume","No consume","SI","SI",NA,"4","2;","8;","5","3","Buena","No consume","No consume","3","No consume","No consume","No consume","4","No consume","No consume","No consume","4","NO","No consume","2","No consume","5","No consume","No consume","No consume","No consume","SI","SI","NO SÉ",18.9
"108",1980,"No es usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","3","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","1","13;","8;","NO",1e+06,"SI","Emocional;Físico;","NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"8","3","NO","NO","SI","Durante;Después;","Agua;","NO","Con sobrepeso",80,160,"5","No consume","No consume","SI","SI",NA,"8","4;8;","8;","4","5","Buena","No consume","No consume","4","No consume","No consume","No consume","3","No consume","No consume","No consume","5","NO","No consume","2","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",31.25
"109",2003,"Acudiente","De 18 a 28",NA,"Mujer","Otra","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Técnico","Ama de casa / hombre de casa","1","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",8e+05,"SI","Emocional;Físico;Social;","NO",NA,NA,NA,NA,NA,NA,NA,"8;",NA,"5","3","SI","SI","SI","Durante;","Agua;","NO","Con sobrepeso",73,175,"5","No consume","No consume","SI","SI",NA,"4","8;","8;","5","5","Buena","No consume","No consume","5","No consume","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","SI","NO","SI",23.84
"110",2004,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Ama de casa / hombre de casa","1","4 o más","Medellín","9-Buenos Aires ",NA,"Gerona","3","5;","8;","NO",1e+06,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"2","3","NO","NO","SI","Después;","Agua;","NO","Con sobrepeso",74,160,"4","No consume","Diario","SI","SI",NA,"6","2;","8;","4","4","Buena","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","4","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","SI","SI",28.91
"111",2024,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","1","3","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","1;","8;","NO",8,"SI","Social;","NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"5","3","SI","NO","SI","Antes;Durante;Después;","Agua;","NO","Normal",68,172,"8","No consume","Diario","SI","SI",NA,"6","5;","8;","3","4","Buena","No consume","No consume",NA,"No consume","No consume","No consume","4","No consume","No consume","No consume","3","NO","No consume","3","No consume","4","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",22.99
"112",2025,"Acudiente","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Mestizo","Técnico","Empleado (a)","1","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","2;4;12;","8;","NO",1500000,"SI","Emocional;","SI","Por cuenta propia","Tres o más","8;","1;","NO","Con la familia","9;",NA,NA,"7","3","NO","NO","SI","Antes;Durante;Después;","Agua;","NO","Con obesidad",67,167,"5","Mensual","Diario","SI","NO","Incompatibilidad horaria",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",24.02
"113",2038,"Usuario del INDER","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Otra","Pregrado","Estudiante","Ninguno (a)","4 o más","Medellín","9-Buenos Aires ",NA,"Loreto","2","13;","8;","NO",6000,"SI","Emocional;Físico;Social;","SI","Dirigida","Tres o más","8;","1;","SI","Con amigos","2;13;",NA,NA,"5","3","NO","NO","SI","Después;","Agua;","NO","Normal",54,154,"7","Semanal","Semanal","SI","SI",NA,"5","4;","8;","5","4","Excelente","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","5","SI","No consume","4","No consume","5","No consume","No consume","No consume","No consume","SI","NO","NO SÉ",22.77
"114",2053,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Tecnológico","Empleado (a)","1","2","Medellín","9-Buenos Aires ",NA,"Buenos Aires","3","13;","8;","NO",2e+06,"SI","Físico;","SI","Ambas","Tres o más","4;","9;","NO","Solo","9;",NA,NA,"1","4 o más","SI","SI","SI","Durante;","Agua;","NO","Normal",60,156,"6","Mensual","No consume","SI","SI",NA,"7","4;","8;","5","4","Por mejorar","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","4","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","SI","SI",24.65
"115",2079,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Ama de casa / hombre de casa","1","2","Medellín","9-Buenos Aires ",NA,"Salvador","3","13;","8;","NO",1e+06,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"6;",NA,"4","3","NO","NO","SI","Durante;","Agua;","NO","Normal",76,174,"6","No consume","No consume","SI","NO","Cuido a un familiar",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",25.1
"116",2145,"Acudiente","De 29 a 59",NA,"Hombre","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Secundaria","Empleado (a)","2","3","Medellín","9-Buenos Aires ",NA,"Salvador","2","13;","8;","SI",1e+06,"No es usuario del INDER Medellín",NA,"SI","Por cuenta propia","Tres o más","1;","1;","NO","Solo","16;",NA,NA,"2","3","NO","SI","SI","Durante;Después;Antes;","Agua;","SI","Delgado",60,160,"8","No consume","Diario","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"NO","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",23.44
"117",2166,"Acudiente","De 18 a 28",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Técnico","Ama de casa / hombre de casa","1","2","Medellín","9-Buenos Aires ",NA,"Salvador","2","13;","8;","NO",5e+05,"SI","Emocional;","NO",NA,NA,NA,NA,NA,NA,NA,"6;10;",NA,"8","4 o más","NO","NO","SI","Después;Antes;","Agua;","NO","Normal",59,158,"8","No consume","Mensual","SI","NO","No hay nada cerca de mi casa",NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","SI","NO","SI",23.63
"118",2168,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Mestizo","Secundaria","Ama de casa / hombre de casa","3","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","12;","8;","NO",1e+06,"SI","Emocional;Físico;Social;","NO",NA,NA,NA,NA,NA,NA,NA,"10;","Presencia de la Policía;","12","3","SI","NO","SI","Después;","Agua;","SI","Delgado",52,163,"7","Mensual","No consume","SI","SI",NA,"4","5;8;","8;","5","5","Excelente","No consume","No consume","5","Semanal","No consume","No consume","5","No consume","No consume","No consume","5","SI","No consume","5","No consume","5","No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",19.57
"119",2195,"No es usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Soltero(a) (viudo(a), divorciado(a), unión libre, unión marital de hecho)","Ninguna","Secundaria","Empleado (a)","1","2","Medellín","9-Buenos Aires ",NA,"Salvador","1","13;","8;","NO",1,"No es usuario del INDER Medellín",NA,"NO",NA,NA,NA,NA,NA,NA,NA,"5;6;",NA,"6","3","NO","NO","SI","Después;","Agua;","NO","Con sobrepeso",70,156,"6","No consume","No consume","NO",NA,NA,NA,NA,NA,NA,NA,NA,"No consume","No consume",NA,"No consume","No consume","No consume",NA,"No consume","No consume","No consume",NA,"SI","No consume",NA,"No consume",NA,"No consume","No consume","No consume","No consume","NO SÉ","NO","NO SÉ",28.76
"120",2218,"Usuario del INDER","De 29 a 59",NA,"Mujer","Heterosexual (Atracción hacia el sexo opuesto)","Casado(a) ","Mestizo","Tecnológico","Ama de casa / hombre de casa","1","4 o más","Medellín","9-Buenos Aires ",NA,"Salvador","3","5;","8;","NO",2e+06,"SI","Físico;","SI","Dirigida","Tres o más","4;","6;","NO","Con amigos","9;",NA,NA,"1","4 o más","NO","NO","SI","Durante;","Agua;","NO","Delgado",52,157,"8","No consume","No consume","SI","SI",NA,"7","4;","8;","4","4","Buena","No consume","No consume","4","No consume","No consume","No consume","4","No consume","No consume","No consume","5","NO","No consume","4","No consume","5","No consume","No consume","No consume","No consume","SI","SI","SI",21.1
