"","Lácteos y derivados ","Carnes (res, cerdo, pollo, pescado) ","Cereales (arroz, pasta, avena, quinoa) ","Productos cárnicos (chorizos, salchichas, jamón, morcilla, etc). ","Aceites y grasas (aceite de canola, aceite de oliva, aceite de ajonjolí, aceite de aguacate, aguacate, aceitunas) ","Leguminosas (frijol, garbanzo, lenteja, etc) ","Raíces, tubérculos y plátanos (Arracacha, batata, ñame, yuca, papa) ","Frutas (Banano, borojo, chontaduro, manzana, mango)","Verduras","Comidas rápidas(perro, pizza, hamburguesa,etc) ","Snacks o productos de paquete ","Dulces, postres y golosinas","Gaseosas"
"3920","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Diario","Semanal"
"3921","Diario","Diario","Semanal","Semanal","Diario","Semanal","Semanal","Diario","Diario","Mensual","Quincenal","Semanal","Quincenal"
"3922","Mensual","Mensual","Mensual","Mensual","Diario","Diario","Diario","Diario","Diario","Mensual","Diario","Diario","Diario"
"3923","Diario","Diario","Diario","Quincenal","Diario","Semanal","Diario","Semanal","Diario","Quincenal","Mensual","Mensual","Semanal"
"3924","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Quincenal","Quincenal","Quincenal","Semanal"
"3925","Diario","Diario","Diario","Mensual","Semanal","Semanal","Quincenal","Diario","Diario","Mensual","Mensual","Mensual","Mensual"
"3926","Diario","Quincenal","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario"
"3927","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Diario","No consume","No consume","No consume","No consume"
"3928","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal"
"3929","Diario","Diario","Diario","Semanal","No consume","Mensual","Quincenal","Quincenal","Diario","No consume","No consume","No consume","No consume"
"3930","Diario","Semanal","Diario","Mensual","Diario","Diario","Quincenal","Diario","Diario","Mensual","Mensual","No consume","Mensual"
"3931","Diario","Diario","Diario","Quincenal","No consume","Semanal","Diario","Diario","Semanal","Quincenal","Semanal","Mensual","Mensual"
"3932","Diario","Diario","Diario","Quincenal","No consume","Quincenal","Diario","Mensual","Diario","Quincenal","No consume","Semanal","No consume"
"3933","Diario","Diario","Diario","Quincenal","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Semanal","Semanal"
"3934","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Quincenal","Diario","No consume","Mensual","Quincenal","No consume"
"3935","Semanal","Semanal","Semanal","Semanal","Mensual","Semanal","Diario","Semanal","Quincenal","Mensual","Quincenal","Quincenal","Quincenal"
"3936","Diario","Semanal","Diario","Quincenal","Diario","Semanal","Semanal","Quincenal","Semanal","Quincenal","Quincenal","Quincenal","Quincenal"
"3937","Quincenal","Semanal","Semanal","No consume","Semanal","Mensual","No consume","Mensual","Semanal","No consume","No consume","Mensual","No consume"
"3938","Diario","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Quincenal","Quincenal","Semanal","Semanal"
"3939","No consume","Diario","Diario","No consume","Quincenal","Semanal","Semanal","Mensual","Semanal","Mensual","No consume","Mensual","No consume"
"3940","Semanal","No consume","Diario","No consume","Diario","Diario","Diario","Diario","Diario","Quincenal","No consume","Semanal","No consume"
"3941","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Semanal","No consume","Mensual","Quincenal"
"3942","Semanal","Semanal","Semanal","Quincenal","Quincenal","Semanal","Semanal","Semanal","Diario","Mensual","Mensual","Mensual","Mensual"
"3943","Diario","Diario","Quincenal","Quincenal","Diario","Diario","Diario","Quincenal","Diario","Quincenal","Quincenal","Quincenal","Mensual"
"3944","Diario","Diario","Diario","Semanal","No consume","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal"
"3945","Mensual","Quincenal","Diario","Mensual","Mensual","Quincenal","Diario","Semanal","Diario","Mensual","Mensual","Semanal","Mensual"
"3946","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"3947","Diario","Diario","Diario","No consume","Diario","Semanal","Diario","Diario","Diario","Mensual","Quincenal","Semanal","No consume"
"3948","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Quincenal","Semanal","Semanal","No consume"
"3949","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Quincenal","Quincenal","Quincenal","Mensual"
"3950","Semanal","Quincenal","Diario","Semanal","Semanal","No consume","Semanal","No consume","Diario","Mensual","No consume","Mensual","Diario"
"3951","No consume","Diario","Diario","Mensual","Quincenal","No consume","No consume","Semanal","Semanal","Quincenal","Semanal","Semanal","No consume"
"3952","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Semanal","Semanal","Quincenal","Semanal","Diario","Diario"
"3953","Diario","Semanal","Diario","Quincenal","Diario","Semanal","Semanal","Quincenal","Semanal","Quincenal","Quincenal","Quincenal","Quincenal"
"3954","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal"
"3955","Diario","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal","Diario","Diario","Diario","Semanal","Mensual","Semanal"
"3956","Diario","Semanal","Diario","Diario","Quincenal","Semanal","Semanal","Quincenal","Diario","Quincenal","Diario","Semanal","No consume"
"3957","Diario","Diario","Semanal","Quincenal","Diario","Semanal","Diario","Diario","Diario","Mensual","Mensual","Mensual","No consume"
"3958","Semanal","Semanal","Diario","No consume","Semanal","Semanal","Diario","Diario","Diario","No consume","No consume","No consume","No consume"
"3959","Semanal","Quincenal","Diario","Mensual","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Quincenal"
"3960","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Semanal","Diario","Semanal"
"3961","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Quincenal","Quincenal","Diario","Semanal"
"3962","Semanal","Semanal","Semanal","Mensual","Semanal","Diario","Semanal","Diario","Semanal","Quincenal","Semanal","Diario","Semanal"
"3963","Diario","Diario","Semanal","Semanal","Semanal","Quincenal","Diario","Diario","Semanal","Quincenal","Quincenal","Quincenal","Quincenal"
"3964","Diario","Semanal","Diario","Diario","Mensual","Semanal","Diario","Semanal","Diario","Quincenal","Semanal","Quincenal","Semanal"
"3965","Diario","Diario","Diario","No consume","Mensual","Semanal","Semanal","Semanal","Semanal","No consume","No consume","Mensual","No consume"
"3966","Diario","Semanal","Semanal","Quincenal","Semanal","Semanal","Semanal","Diario","Diario","Mensual","No consume","Mensual","No consume"
"3967","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Quincenal","Semanal"
"3968","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Quincenal","Quincenal","Quincenal","Quincenal"
"3969","Semanal","Diario","Diario","Quincenal","Diario","Semanal","Diario","Diario","Diario","Mensual","Quincenal","Mensual","No consume"
"3970","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Semanal"
"3971","Diario","Semanal","Diario","Semanal","Diario","Diario","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Semanal"
"3972","Diario","Semanal","Diario","Quincenal","No consume","Quincenal","Semanal","Quincenal","Diario","Mensual","No consume","Mensual","Mensual"
"3973","Diario","Diario","Diario","No consume","Mensual","Semanal","Semanal","Semanal","Diario","No consume","No consume","Mensual","No consume"
"3974","Quincenal","Semanal","Diario","Mensual","No consume","Semanal","Mensual","Semanal","Semanal","Mensual","Mensual","Mensual","Quincenal"
"3975","Diario","Diario","Diario","No consume","Semanal","Quincenal","Semanal","Diario","Diario","Mensual","Semanal","Semanal","Semanal"
"3976","Semanal","Diario","Diario","Mensual","Diario","Semanal","Diario","Semanal","Diario","Mensual","Mensual","Mensual","Mensual"
"3977","Quincenal","Semanal","Diario","Diario","Mensual","Semanal","Diario","Semanal","Diario","Mensual","No consume","Semanal","Semanal"
"3978","Semanal","Semanal","Semanal","Semanal","Mensual","Diario","Semanal","Quincenal","Semanal","Mensual","No consume","Mensual","No consume"
"3979","Quincenal","Semanal","Diario","Diario","Diario","Diario","Diario","Quincenal","Diario","Quincenal","Semanal","Quincenal","Diario"
"3980","Diario","Diario","Diario","No consume","Mensual","Semanal","Semanal","Semanal","Diario","No consume","No consume","Mensual","No consume"
"3981","Semanal","Diario","Diario","Semanal","No consume","Semanal","Diario","Quincenal","Semanal","Semanal","Quincenal","Semanal","Semanal"
"3982","Diario","Diario","Semanal","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Quincenal","Semanal","Semanal"
"3983","Diario","Diario","Semanal","Mensual","Diario","Semanal","Semanal","Diario","Diario","Mensual","No consume","Mensual","No consume"
"3984","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Mensual","Quincenal","No consume","Semanal"
"3985","Diario","Diario","Diario","Mensual","Diario","Semanal","Semanal","Diario","Diario","Semanal","No consume","Semanal","No consume"
"3986","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Mensual","Quincenal","Quincenal","No consume"
"3987","Diario","Diario","Diario","Semanal","Quincenal","Semanal","Semanal","Semanal","Semanal","Mensual","Mensual","No consume","No consume"
"3988","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Quincenal","Quincenal","Semanal","Semanal"
"3989","Semanal","Quincenal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Diario","No consume","No consume","No consume","No consume"
"3990","Diario","Diario","Diario","Semanal","No consume","Semanal","Diario","Semanal","Diario","Semanal","No consume","Diario","Semanal"
"3991","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Quincenal","Quincenal","Semanal","Quincenal"
"3992","Semanal","Diario","Diario","Semanal","Mensual","Quincenal","Diario","Semanal","Diario","Mensual","No consume","No consume","Mensual"
"3993","Diario","Diario","Diario","No consume","Mensual","Semanal","Semanal","Semanal","Diario","No consume","No consume","Mensual","No consume"
"3994","Semanal","Semanal","Diario","Semanal","Semanal","Mensual","Quincenal","Semanal","Semanal","Mensual","Quincenal","Quincenal","No consume"
"3995","Diario","Mensual","Diario","No consume","Quincenal","Semanal","Quincenal","Mensual","Diario","Quincenal","No consume","Quincenal","No consume"
"3996","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"3997","Diario","Semanal","Diario","Semanal","Quincenal","Diario","Diario","Semanal","Quincenal","Mensual","Semanal","No consume","No consume"
"3998","Diario","Diario","Diario","No consume","Mensual","Semanal","Semanal","Semanal","Diario","No consume","No consume","Mensual","No consume"
"3999","Diario","No consume","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario"
"4000","Semanal","Quincenal","Semanal","Quincenal","Semanal","Quincenal","Semanal","Semanal","Quincenal","Mensual","Semanal","Quincenal","Semanal"
"4001","Diario","Diario","Diario","Semanal","No consume","Quincenal","Quincenal","Semanal","Quincenal","Mensual","Mensual","Mensual","Mensual"
"4002","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Mensual","No consume","Mensual","Mensual"
"4003","Diario","Diario","Diario","No consume","Mensual","Semanal","Semanal","Semanal","Diario","No consume","No consume","Mensual","No consume"
"4004","Diario","Semanal","Diario","No consume","Diario","Diario","No consume","Diario","Diario","No consume","No consume","No consume","No consume"
"4005","Diario","Diario","Diario","Mensual","Diario","Semanal","Mensual","Diario","Diario","No consume","No consume","Mensual","No consume"
"4006","Semanal","Quincenal","Semanal","Quincenal","Semanal","Quincenal","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"4007","Semanal","Semanal","Quincenal","Quincenal","Diario","Diario","Semanal","Diario","Semanal","Quincenal","Semanal","Quincenal","Quincenal"
"4008","Semanal","Semanal","Diario","Mensual","Diario","Semanal","Diario","Diario","Diario","Mensual","No consume","Mensual","No consume"
"4009","Diario","Diario","Diario","No consume","Semanal","Semanal","Diario","Diario","Diario","No consume","No consume","Semanal","No consume"
"4010","Mensual","Diario","Diario","Semanal","Semanal","Semanal","Quincenal","Semanal","Diario","Mensual","Quincenal","Quincenal","Quincenal"
"4011","Diario","Diario","Diario","No consume","Mensual","Semanal","Semanal","Semanal","Diario","No consume","No consume","Mensual","No consume"
"4012","No consume","Diario","Semanal","No consume","Diario","Semanal","Semanal","Diario","Diario","Quincenal","No consume","No consume","No consume"
"4013","No consume","Quincenal","Diario","Semanal","Diario","Quincenal","Semanal","Diario","Quincenal","Mensual","No consume","Mensual","Mensual"
"4014","Semanal","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Semanal","Diario","Mensual"
"4015","Diario","Diario","Semanal","No consume","Semanal","Semanal","Diario","Diario","Diario","Mensual","Mensual","Semanal","No consume"
"4016","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Diario"
"4017","Quincenal","Quincenal","Quincenal","Mensual","No consume","Quincenal","Quincenal","Quincenal","Quincenal","No consume","Mensual","Mensual","No consume"
"4018","No consume","Diario","Diario","Mensual","No consume","Quincenal","Diario","Diario","Diario","Mensual","Quincenal","Semanal","No consume"
"4019","Diario","Diario","Diario","Quincenal","Semanal","Diario","Quincenal","Semanal","No consume","Mensual","Quincenal","Mensual","No consume"
"4020","Semanal","Diario","Diario","Semanal","Semanal","Quincenal","Semanal","Diario","Diario","Quincenal","Semanal","Semanal","Semanal"
"4021","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"4022","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal","Mensual","Mensual","Quincenal","Mensual","Mensual","Mensual","No consume"
"4023","Semanal","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Quincenal","Semanal","Quincenal","Mensual"
"4024","Diario","Diario","Diario","No consume","Diario","Semanal","Semanal","Diario","Diario","No consume","No consume","Mensual","No consume"
"4025","Diario","Diario","Diario","No consume","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","No consume","No consume"
"4026","Diario","Semanal","Quincenal","Mensual","No consume","Quincenal","Diario","Diario","Diario","Mensual","Mensual","Diario","No consume"
"4027","Diario","Diario","Semanal","No consume","Diario","Semanal","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"4028","Diario","Semanal","Diario","No consume","Quincenal","Semanal","Semanal","Mensual","Semanal","No consume","No consume","No consume","No consume"
"4029","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Semanal","No consume","No consume","Semanal"
